Activity ID,Pillar,Age Group,Difficulty Level,Activity Type,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Setup Time,Supervision Level,Materials,Kit Materials,Steps,General Instructions,Skills,Hashtags,Last Updated,Feedback,Updated By,Last Synced,Materials at Home,Materials to Buy for Kit
play-creativity-child-6-8-advanced-drawing-and-painting-10,Play & Creativity,Child (6-8),Intermediate,,Advanced Drawing & Painting,Explore texture and detail in art,10,Emotion Art Faces,Emotion Art Faces,Connect feelings with expression,Draw faces expressing different emotions and label them. Connect feelings with expression.,6-8 yrs,15-20 min,5-10 min,Medium,Paper; Markers,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Fold paper into 4; Draw happy, sad, angry, surprised faces; Discuss each one",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Emotional expression, Art techniques, Social-emotional learning","#EmotionArt, #SELArt",2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Markers
play-creativity-child-6-8-diy-craft-projects-11,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,11,Marble Maze Challenge,Marble Maze Challenge,Develop planning and spatial reasoning,"Create a maze using cardboard, straws, and marbles. Develop planning and spatial reasoning.",6-8 yrs,25-30 min,5-10 min,Medium,Cardboard; Straws; Marbles,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Draw maze path; Glue straws along path; Test marble through maze,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Planning, Spatial reasoning, Problem solving","#STEMCraft, #MazePlay",2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard,Straws; Marbles
play-creativity-child-6-8-diy-craft-projects-12,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,12,Paper Roller Coaster,Paper Roller Coaster,Teach basic engineering and cause-effect,Build a roller coaster from paper rolls and ramps. Teach basic engineering and cause-effect.,6-8 yrs,30-40 min,5-10 min,Medium,Paper towel rolls; Tape,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use paper towel rolls and tape; Design paths and slopes; Roll small ball through,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Engineering, Cause and effect, Creative building","#PaperEngineering, #CreativeBuilding",2025-09-27,,Tharun,2025-09-27 11:12:02,Paper towel rolls,Tape
play-creativity-child-6-8-diy-craft-projects-13,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,13,Friendship Bracelets,Friendship Bracelets,Practice patterns and social bonding,Weave bracelets using colorful threads for friends/family. Practice patterns and social bonding.,6-8 yrs,20 min,5-10 min,Medium,Colorful threads; Basic materials; Safe play area,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Choose 3-4 thread colors; Teach basic braid/knot; Make and gift it,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Pattern making, Social bonding, Fine motor skills","#FriendshipCraft, #PatternMaking",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Colorful threads
play-creativity-child-6-8-diy-craft-projects-14,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,14,Popsicle Stick Bridge,Popsicle Stick Bridge,Learn about structure and balance,Create a bridge using popsicle sticks and glue. Learn about structure and balance.,6-8 yrs,30 min,5-10 min,Medium,Popsicle sticks; Glue,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Plan bridge design; Build using sticks and glue; Test with light weights,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Structure understanding, Balance, Engineering","#STEMArt, #CreativeStructure",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Popsicle sticks; Glue
play-creativity-child-6-8-diy-craft-projects-15,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,15,Light-Up Greeting Card,Light-Up Greeting Card,Mix art with simple electronics,Create a card that lights up using LED and coin cell. Mix art with simple electronics.,7-8 yrs,30 min,5-10 min,Medium,LED; Coin cell; Copper tape,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Design card front; Add LED + copper tape inside; Close circuit with battery,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Electronics basics, Art integration, STEAM learning","#STEAM, #CircuitArt",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,LED; Coin cell; Copper tape
play-creativity-child-6-8-inventing-games-16,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,16,Backyard Obstacle Course,Backyard Obstacle Course,Improve physical agility and sequencing,Create a DIY obstacle course using household items. Improve physical agility and sequencing.,6-8 yrs,20 min,5-10 min,Medium,Cones; Chairs; Ropes,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use cones/chairs/ropes for path; Time each run; Modify to increase difficulty,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Physical agility, Sequencing, Problem solving","#ActivePlay, #ObstacleChallenge",2025-09-27,,Tharun,2025-09-27 11:12:02,Chairs,Cones; Ropes
play-creativity-child-6-8-inventing-games-17,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,17,Dice Math Race,Dice Math Race,Combine movement and math learning,"Roll dice, solve equation, and do physical activity. Combine movement and math learning.",6-8 yrs,15-20 min,5-10 min,Medium,Dice; Jump rope,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Roll 2 dice and add/subtract; If correct, jump rope 5 times; Repeat with variations",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Math learning, Movement, Problem solving","#MathPlay, #Movement",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Dice; Jump rope
play-creativity-child-6-8-inventing-games-18,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,18,Create-a-Game Challenge,Create-a-Game Challenge,Boost game design thinking and creativity,Ask the child to design a new board or card game. Boost game design thinking and creativity.,6-8 yrs,30-40 min,5-10 min,Medium,Dice; Cards; Board,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Provide materials (dice, cards, board); Let child define rules; Playtest together",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Game design, Creative thinking, Rule making","#GameDesign, #ImaginativeThinking",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Dice; Cards; Board
play-creativity-child-6-8-inventing-games-19,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,19,Recycled Board Game,Recycled Board Game,Learn sustainability with design,Use waste materials to build a game board and pieces. Learn sustainability with design.,6-8 yrs,25-30 min,5-10 min,Medium,Cardboard; Bottle caps,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Collect cardboard, bottle caps; Create game path and pieces; Make rule sheet",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Sustainability, Design thinking, Creative reuse","#EcoGame, #SustainableLearning",2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard; Bottle caps,None needed
play-creativity-child-6-8-inventing-games-20,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,20,Vocabulary Treasure Hunt,Vocabulary Treasure Hunt,Strengthen language and thinking skills,Hide words around the house and give clues. Strengthen language and thinking skills.,6-8 yrs,20 min,5-10 min,Medium,Flashcards; New words,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Hide flashcards with new words; Give clues to find them; Use words in a sentence,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Language skills, Thinking skills, Vocabulary building","#WordGame, #ScavengerHunt",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Flashcards; New words
play-creativity-pre-teen-9-12-design-thinking-for-toys-1,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,1,Toy Redesign Challenge,Toy Redesign Challenge,Develop empathy and problem-solving via redesign,"Pick a toy and improve it with new features, usability, or safety. Develop empathy and problem-solving via redesign.",9-12 yrs,45-60 min,5-10 min,Low,"Common toy (e.g., spinner); Sketch materials",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Pick a common toy (e.g., spinner); Identify what's missing; Sketch or prototype an improved version",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Empathy, Problem-solving, Design thinking","#ToyDesign, #CreativeRedesign",2025-09-27,,Tharun,2025-09-27 11:12:02,Sketch materials,"Common toy (e.g., spinner)"
play-creativity-pre-teen-9-12-design-thinking-for-toys-2,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,2,Toy for a Different Age,Toy for a Different Age,Practice age-specific creativity,Redesign a toddler toy for a teenager or vice versa. Practice age-specific creativity.,9-12 yrs,40-50 min,5-10 min,Low,Toy meant for different age; Design materials,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Choose a toy meant for a different age; Reimagine it with added complexity or safety; Present your idea,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Age-specific creativity, User-centered design, Presentation skills","#UserCenteredDesign, #ToyReimagine",2025-09-27,,Tharun,2025-09-27 11:12:02,Design materials,Toy meant for different age
play-creativity-pre-teen-9-12-design-thinking-for-toys-3,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,3,Problem-Solving Prototype,Problem-Solving Prototype,Build innovation from a real-life problem,Create a toy that solves a unique or silly everyday challenge. Build innovation from a real-life problem.,9-12 yrs,60 min,5-10 min,Low,Cardboard; Basic materials,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Think of a problem (e.g., toy keeps falling); Sketch toy solution; Build a basic model with cardboard",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Innovation, Problem identification, Prototyping","#InventivePlay, #ToyChallenge",2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard; Basic materials,None needed
play-creativity-pre-teen-9-12-design-thinking-for-toys-4,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,4,Inclusive Toy Design,Inclusive Toy Design,Cultivate empathy and accessibility thinking,Design a toy for children with physical disabilities. Cultivate empathy and accessibility thinking.,10-12 yrs,60-75 min,5-10 min,Low,Design materials; Basic materials; Safe play area,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Learn about accessibility (e.g., visual or motor impairments); Sketch inclusive toy idea; Present and explain features",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Empathy, Accessibility thinking, Inclusive design","#InclusiveDesign, #ToyForAll",2025-09-27,,Tharun,2025-09-27 11:12:02,Design materials,None needed
play-creativity-pre-teen-9-12-design-thinking-for-toys-5,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,5,Packaging That Pops!,Packaging That Pops!,Develop branding and design sense,Create a toy package that stands out and protects the toy. Develop branding and design sense.,9-12 yrs,45-60 min,5-10 min,Low,Design materials; Packaging materials,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Design toy box with logos, art; Think of protective structure; Build a mock package",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Branding, Design sense, Packaging design","#ToyBranding, #CreativePackaging",2025-09-27,,Tharun,2025-09-27 11:12:02,Design materials; Packaging materials,None needed
play-creativity-pre-teen-9-12-stop-motion-animation-projects-6,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",6,Claymation Mini Movie,Claymation Mini Movie,"Combine sculpture, storytelling, and tech skills","Use clay to create characters and shoot a stop-motion video. Combine sculpture, storytelling, and tech skills.",9-12 yrs,60-90 min,5-10 min,Low,Clay; Phone/tablet; Stop-motion app,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Sculpt 2-3 clay characters; Use phone/tablet app; Take photos frame-by-frame; Add sound,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Sculpture, Storytelling, Tech skills","#StopMotion, #ClaymationFun",2025-09-27,,Tharun,2025-09-27 11:12:02,Phone/tablet,Clay; Stop-motion app
play-creativity-pre-teen-9-12-stop-motion-animation-projects-7,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",7,Object Life Stories,Object Life Stories,Animate objects with voiceovers and personality,Pick a daily object and bring it to life through animation. Animate objects with voiceovers and personality.,9-12 yrs,60 min,5-10 min,Low,"Daily object (e.g., eraser); Phone/tablet",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Pick object (e.g., eraser); Give it a story and voice; Animate it moving around your desk",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Animation, Voice acting, Storytelling","#ObjectAnimation, #VoiceActing",2025-09-27,,Tharun,2025-09-27 11:12:02,Phone/tablet,"Daily object (e.g., eraser)"
play-creativity-pre-teen-9-12-stop-motion-animation-projects-8,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",8,Paper Puppet Theater,Paper Puppet Theater,Build puppets and sets for animated stories,Use paper puppets and backgrounds in animation. Build puppets and sets for animated stories.,9-12 yrs,45-60 min,5-10 min,Low,Paper; Markers; Phone/tablet,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Draw puppets with joints; Create small background scene; Record movements frame-by-frame,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Puppet making, Set design, Animation","#PuppetStopMotion, #MiniTheater",2025-09-27,,Tharun,2025-09-27 11:12:02,Paper; Phone/tablet,Markers
play-creativity-pre-teen-9-12-stop-motion-animation-projects-9,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",9,History Rewind Reel,History Rewind Reel,Integrate storytelling with history,Animate a key event in history using stop-motion. Integrate storytelling with history.,10-12 yrs,60 min,5-10 min,Low,History materials; Props; Phone/tablet,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Pick a history event (e.g., moon landing); Make simple props; Create 1-minute animation explaining it",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"History integration, Storytelling, Educational creativity","#HistoryAnimation, #EduCreativity",2025-09-27,,Tharun,2025-09-27 11:12:02,History materials; Phone/tablet,Props
play-creativity-pre-teen-9-12-stop-motion-animation-projects-10,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",10,Flipbook Animation,Flipbook Animation,Understand motion and sequencing,Draw sequential images in a flipbook to simulate motion. Understand motion and sequencing.,9-12 yrs,30-45 min,5-10 min,Low,Small pages; Stapler; Pencils,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Staple 20-30 small pages; Draw character in motion; Flip pages to animate,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Motion understanding, Sequencing, Animation basics","#FlipbookFun, #SequentialArt",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Small pages; Stapler; Pencils
play-creativity-pre-teen-9-12-music-composition-and-recording-11,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,11,Theme Song Creation,Theme Song Creation,Encourage musical creativity and identity,Compose and record a personal theme song using a basic app. Encourage musical creativity and identity.,9-12 yrs,45-60 min,5-10 min,Low,Phone/tablet; Music app,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Choose mood/tempo; Hum melody and write lyrics; Record via app or phone,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Musical creativity, Identity expression, Recording skills","#MusicCreation, #MyThemeSong",2025-09-27,,Tharun,2025-09-27 11:12:02,Phone/tablet,Music app
play-creativity-pre-teen-9-12-music-composition-and-recording-12,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,12,Soundtrack to a Scene,Soundtrack to a Scene,Build storytelling with sound,Watch a silent video and create a music track for it. Build storytelling with sound.,10-12 yrs,45 min,5-10 min,Low,Silent video clip; Music app,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Pick short silent clip; Use app/instrument to score emotions; Present to family or peers,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Storytelling with sound, Emotional scoring, Audio-visual integration","#SoundtrackChallenge, #AudioVisualPlay",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Silent video clip; Music app
play-creativity-pre-teen-9-12-music-composition-and-recording-13,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,13,Nature Beatbox Session,Nature Beatbox Session,Blend nature sounds and beatboxing,Record outdoor sounds and layer them with beatboxing or rhythm. Blend nature sounds and beatboxing.,9-12 yrs,30-45 min,5-10 min,Low,Phone/tablet; Recording app,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Record birds, leaves, water; Add rhythm with voice; Layer in phone app",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Beatboxing, Nature sound integration, Rhythm creation","#Beatboxing, #NatureSounds",2025-09-27,,Tharun,2025-09-27 11:12:02,Phone/tablet,Recording app
play-creativity-pre-teen-9-12-music-composition-and-recording-14,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,14,Genre Remix Project,Genre Remix Project,Learn musical genres and remixing,Take a known melody and transform it into a different genre. Learn musical genres and remixing.,9-12 yrs,45-60 min,5-10 min,Low,Music app; Known melody,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Choose nursery rhyme; Make it into rap/classical version; Perform or record,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Musical genres, Remixing, Genre transformation","#RemixFun, #GenreMashup",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Music app; Known melody
play-creativity-pre-teen-9-12-music-composition-and-recording-15,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,15,Rhyming Rap Story,Rhyming Rap Story,Boost language and rhythm,Write a short story that rhymes and perform it as a rap. Boost language and rhythm.,9-12 yrs,30-45 min,5-10 min,Low,Paper; Pencil,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Write 8-line rhyming story; Add beats/claps; Perform for others,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Language skills, Rhythm, Performance","#RapSkills, #CreativeRhymes",2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Pencil
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-16,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,16,Recycled Sculpture Build,Recycled Sculpture Build,Promote sustainability and spatial thinking,Use recycled materials to make 3D sculptures. Promote sustainability and spatial thinking.,9-12 yrs,45-60 min,5-10 min,Low,Bottle caps; Boxes; Straws; Glue,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Collect bottle caps, boxes, straws; Design an animal/building; Glue into 3D model",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Sustainability, Spatial thinking, 3D construction","#RecycledArt, #SculptureTime",2025-09-27,,Tharun,2025-09-27 11:12:02,Bottle caps; Boxes,Straws; Glue
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-17,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,17,Clay Emotion Masks,Clay Emotion Masks,Explore emotion expression through sculpture,Sculpt masks with different emotions from clay. Explore emotion expression through sculpture.,9-12 yrs,45-60 min,5-10 min,Low,Clay; Paint,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Discuss 3-4 emotions; Sculpt masks showing each one; Paint and share,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Emotion expression, Sculpture techniques, Emotional awareness","#EmotionalArt, #ClayMask",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Clay; Paint
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-18,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,18,3D Food Art,3D Food Art,Combine sculpture and fun design,Create pretend food items using air-dry clay. Combine sculpture and fun design.,9-12 yrs,30-45 min,5-10 min,Low,Air-dry clay; Basic materials; Safe play area,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Sculpt mini burgers, pizzas, desserts; Add texture details; Air dry and display",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Sculpture techniques, Fun design, Miniature art","#FoodSculpting, #MiniatureArt",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Air-dry clay
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-19,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,19,Architecture from Imagination,Architecture from Imagination,Foster structural creativity,Build imaginary buildings or cities using modeling clay or LEGO. Foster structural creativity.,9-12 yrs,45-60 min,5-10 min,Low,Modeling clay or LEGO; Basic materials; Safe play area,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Imagine theme (e.g., floating city); Sculpt buildings with clay/blocks; Present vision",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Structural creativity, Imagination, Architecture basics","#CreativeArchitecture, #FutureCity",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Modeling clay or LEGO
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-20,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,20,Miniature Stage Set,Miniature Stage Set,Merge theater and 3D art skills,"Build a tiny stage set from cardboard, cloth, and mini props. Merge theater and 3D art skills.",9-12 yrs,45-60 min,5-10 min,Low,Cardboard; Cloth; Mini props,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Choose a play scene; Design background and props; Build in a shoebox or base,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Theater design, 3D art skills, Set construction","#StageDesign, #MiniTheaterArt",2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard; Cloth,Mini props
play-creativity-teen-13-18-artistic-performance-and-design-1,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,1,Street Theatre Performance,Street Theatre Performance,Express social issues through creative expression,"Teens create, rehearse, and perform a short street play on a social topic. Express social issues through creative expression.",13-18 yrs,90-120 min,5-10 min,Low,Script materials; Props,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Pick a social issue (e.g., bullying, climate); Write script and assign roles; Perform for peers/community",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Social awareness, Performance skills, Community engagement","#StreetTheatre, #SocialDrama",2025-09-27,,Tharun,2025-09-27 11:12:02,Script materials,Props
play-creativity-teen-13-18-artistic-performance-and-design-2,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,2,Costume Design Studio,Costume Design Studio,Learn design thinking through costume creation,Design and create a costume for a fictional character or scene. Learn design thinking through costume creation.,13-18 yrs,60-90 min,5-10 min,Low,Fabric; Sewing materials; Design tools,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Sketch costume ideas; Choose materials (upcycled if possible); Assemble and present,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Design thinking, Costume creation, Creative sewing","#CostumeDesign, #CreativeSewing",2025-09-27,,Tharun,2025-09-27 11:12:02,Fabric; Sewing materials,Design tools
play-creativity-teen-13-18-artistic-performance-and-design-3,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,3,Spoken Word Slam,Spoken Word Slam,Build confidence and language expression,Write and perform original spoken word poetry. Build confidence and language expression.,13-18 yrs,60-90 min,5-10 min,Low,Paper; Pencil,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Write a 1-minute poem on a personal topic; Practice delivery with expression; Perform to peers or record,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Confidence building, Language expression, Performance skills","#SpokenWord, #TeenVoice",2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Pencil
play-creativity-teen-13-18-artistic-performance-and-design-4,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,4,Stage Lighting Design,Stage Lighting Design,Learn tech-art crossover via theater lighting,Explore lighting design to set stage mood and themes. Learn tech-art crossover via theater lighting.,14-18 yrs,60 min,5-10 min,Low,Lighting equipment; Stage setup,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Watch a stage scene; Plan lighting colors and positions; Create lighting storyboard or demo,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Tech-art integration, Lighting design, Stagecraft","#LightingDesign, #Stagecraft",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Lighting equipment; Stage setup
play-creativity-teen-13-18-artistic-performance-and-design-5,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,5,Set Design Blueprint,Set Design Blueprint,Practice spatial imagination and story visualization,Design a blueprint for a theater or film set. Practice spatial imagination and story visualization.,13-18 yrs,60 min,5-10 min,Low,Blueprint paper; Drawing tools,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Pick a story scene; Draw top-down blueprint of the set; Include props, lights, and backdrops",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Spatial imagination, Story visualization, Technical drawing","#SetDesign, #VisualPlanning",2025-09-27,,Tharun,2025-09-27 11:12:02,Blueprint paper,Drawing tools
