Activity ID,Pillar,Age Group,Difficulty Level,Activity Type,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Setup Time,Supervision Level,Materials,Additional Information,Steps,Skills,Hashtags,Kit Materials,General Instructions,Last Updated,Feedback,Updated By,Last Synced,Materials at Home,Materials to Buy for Kit
play-creativity-child-6-8-creative-storytelling-2,Play & Creativity,Child (6-8),Intermediate,,Creative Storytelling,Improve narrative structure and creative writing,2,Comic Strip Creation,Comic Strip Creation,Enhance visual literacy and sequencing,Let children create their own comic strip stories with drawings. Enhance visual literacy and sequencing.,6-8 yrs,25-30 min,5-10 min,Medium,Paper; Markers,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Visual literacy, Sequencing, Storytelling","#ComicsForKids, #StoryArt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Markers
play-creativity-child-6-8-creative-storytelling-3,Play & Creativity,Child (6-8),Intermediate,,Creative Storytelling,Improve narrative structure and creative writing,3,Superhero Journal,Superhero Journal,Build empathy and imagination,Ask child to invent a superhero and write their daily journal. Build empathy and imagination.,6-8 yrs,20 min,5-10 min,Medium,Paper; Pencils,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Empathy, Imagination, Creative writing","#ImaginativeWriting, #SuperheroPlay",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Pencils
play-creativity-child-6-8-creative-storytelling-4,Play & Creativity,Child (6-8),Intermediate,,Creative Storytelling,Improve narrative structure and creative writing,4,Story Jigsaw Puzzle,Story Jigsaw Puzzle,Boost sequencing and critical thinking,Mix parts of a known story and have child arrange them correctly. Boost sequencing and critical thinking.,6-8 yrs,15 min,5-10 min,Medium,Printed story sections,Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Sequencing, Critical thinking, Story comprehension","#PuzzlePlay, #NarrativeSkills",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Printed story sections
play-creativity-child-6-8-creative-storytelling-5,Play & Creativity,Child (6-8),Intermediate,,Creative Storytelling,Improve narrative structure and creative writing,5,Rewrite a Fairytale,Rewrite a Fairytale,Foster creativity and understanding of story elements,Take a classic tale and change one major part. Foster creativity and understanding of story elements.,6-8 yrs,20-25 min,5-10 min,Medium,Classic fairytale; Paper; Pencils,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Creativity, Story elements, Critical thinking","#FairytaleRemix, #CreativeChild",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Classic fairytale; Pencils
play-creativity-child-6-8-advanced-drawing-and-painting-6,Play & Creativity,Child (6-8),Intermediate,,Advanced Drawing & Painting,Explore texture and detail in art,6,Texture Rubbings,Texture Rubbings,Explore texture and detail in art,"Use leaves, coins, or textured surfaces for rubbings. Explore texture and detail in art.",6-8 yrs,15-20 min,5-10 min,Medium,Leaves; Coins; Crayons; Paper,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Texture exploration, Art techniques, Observation","#ArtTexture, #CreativeDrawing",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Leaves; Coins; Crayons
play-creativity-child-6-8-advanced-drawing-and-painting-7,Play & Creativity,Child (6-8),Intermediate,,Advanced Drawing & Painting,Explore texture and detail in art,7,Still-Life Sketching,Still-Life Sketching,Improve observation and shading,"Draw real-life objects like fruits, toys with pencil or charcoal. Improve observation and shading.",6-8 yrs,20-30 min,5-10 min,Medium,Pencil; Charcoal; Objects,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Observation, Shading, Art techniques","#Sketching, #ObservationSkills",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Pencil; Charcoal; Objects
play-creativity-child-6-8-advanced-drawing-and-painting-8,Play & Creativity,Child (6-8),Intermediate,,Advanced Drawing & Painting,Explore texture and detail in art,8,Watercolor Exploration,Watercolor Exploration,Understand color blending and water usage,"Use watercolors to paint shapes, patterns, or nature scenes. Understand color blending and water usage.",6-8 yrs,20 min,5-10 min,Medium,Watercolors; Brushes; Paper,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Color blending, Water usage, Art techniques","#WatercolorArt, #ArtExploration",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Watercolors; Paper,Brushes
play-creativity-child-6-8-advanced-drawing-and-painting-9,Play & Creativity,Child (6-8),Intermediate,,Advanced Drawing & Painting,Explore texture and detail in art,9,Perspective Drawing,Perspective Drawing,Introduce 3D perception in drawing,Teach vanishing points and depth using buildings or roads. Introduce 3D perception in drawing.,7-8 yrs,25-30 min,5-10 min,Medium,Pencil; Ruler; Paper,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"3D perception, Spatial thinking, Art techniques","#PerspectiveArt, #SpatialThinking",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Pencil; Ruler
play-creativity-child-6-8-advanced-drawing-and-painting-10,Play & Creativity,Child (6-8),Intermediate,,Advanced Drawing & Painting,Explore texture and detail in art,10,Emotion Art Faces,Emotion Art Faces,Connect feelings with expression,Draw faces expressing different emotions and label them. Connect feelings with expression.,6-8 yrs,15-20 min,5-10 min,Medium,Paper; Markers,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Emotional expression, Art techniques, Social-emotional learning","#EmotionArt, #SELArt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Markers
play-creativity-child-6-8-diy-craft-projects-11,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,11,Marble Maze Challenge,Marble Maze Challenge,Develop planning and spatial reasoning,"Create a maze using cardboard, straws, and marbles. Develop planning and spatial reasoning.",6-8 yrs,25-30 min,5-10 min,Medium,Cardboard; Straws; Marbles,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Planning, Spatial reasoning, Problem solving","#STEMCraft, #MazePlay",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard,Straws; Marbles
play-creativity-child-6-8-diy-craft-projects-12,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,12,Paper Roller Coaster,Paper Roller Coaster,Teach basic engineering and cause-effect,Build a roller coaster from paper rolls and ramps. Teach basic engineering and cause-effect.,6-8 yrs,30-40 min,5-10 min,Medium,Paper towel rolls; Tape,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Engineering, Cause and effect, Creative building","#PaperEngineering, #CreativeBuilding",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper towel rolls,Tape
play-creativity-child-6-8-diy-craft-projects-13,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,13,Friendship Bracelets,Friendship Bracelets,Practice patterns and social bonding,Weave bracelets using colorful threads for friends/family. Practice patterns and social bonding.,6-8 yrs,20 min,5-10 min,Medium,Colorful threads,Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Pattern making, Social bonding, Fine motor skills","#FriendshipCraft, #PatternMaking",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Colorful threads
play-creativity-child-6-8-diy-craft-projects-14,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,14,Popsicle Stick Bridge,Popsicle Stick Bridge,Learn about structure and balance,Create a bridge using popsicle sticks and glue. Learn about structure and balance.,6-8 yrs,30 min,5-10 min,Medium,Popsicle sticks; Glue,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Structure understanding, Balance, Engineering","#STEMArt, #CreativeStructure",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Popsicle sticks; Glue
play-creativity-child-6-8-diy-craft-projects-15,Play & Creativity,Child (6-8),Intermediate,,DIY Craft Projects,Develop planning and spatial reasoning,15,Light-Up Greeting Card,Light-Up Greeting Card,Mix art with simple electronics,Create a card that lights up using LED and coin cell. Mix art with simple electronics.,7-8 yrs,30 min,5-10 min,Medium,LED; Coin cell; Copper tape,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Electronics basics, Art integration, STEAM learning","#STEAM, #CircuitArt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,LED; Coin cell; Copper tape
play-creativity-child-6-8-inventing-games-16,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,16,Backyard Obstacle Course,Backyard Obstacle Course,Improve physical agility and sequencing,Create a DIY obstacle course using household items. Improve physical agility and sequencing.,6-8 yrs,20 min,5-10 min,Medium,Cones; Chairs; Ropes,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Physical agility, Sequencing, Problem solving","#ActivePlay, #ObstacleChallenge",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Chairs,Cones; Ropes
play-creativity-child-6-8-inventing-games-17,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,17,Dice Math Race,Dice Math Race,Combine movement and math learning,"Roll dice, solve equation, and do physical activity. Combine movement and math learning.",6-8 yrs,15-20 min,5-10 min,Medium,Dice; Jump rope,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Math learning, Movement, Problem solving","#MathPlay, #Movement",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Dice; Jump rope
play-creativity-child-6-8-inventing-games-18,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,18,Create-a-Game Challenge,Create-a-Game Challenge,Boost game design thinking and creativity,Ask the child to design a new board or card game. Boost game design thinking and creativity.,6-8 yrs,30-40 min,5-10 min,Medium,Dice; Cards; Board,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Game design, Creative thinking, Rule making","#GameDesign, #ImaginativeThinking",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Dice; Cards; Board
play-creativity-child-6-8-inventing-games-19,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,19,Recycled Board Game,Recycled Board Game,Learn sustainability with design,Use waste materials to build a game board and pieces. Learn sustainability with design.,6-8 yrs,25-30 min,5-10 min,Medium,Cardboard; Bottle caps,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Sustainability, Design thinking, Creative reuse","#EcoGame, #SustainableLearning",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard; Bottle caps,None needed
play-creativity-child-6-8-inventing-games-20,Play & Creativity,Child (6-8),Intermediate,,Inventing Games,Improve physical agility and sequencing,20,Vocabulary Treasure Hunt,Vocabulary Treasure Hunt,Strengthen language and thinking skills,Hide words around the house and give clues. Strengthen language and thinking skills.,6-8 yrs,20 min,5-10 min,Medium,Flashcards; New words,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Language skills, Thinking skills, Vocabulary building","#WordGame, #ScavengerHunt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Flashcards; New words
play-creativity-pre-teen-9-12-design-thinking-for-toys-1,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,1,Toy Redesign Challenge,Toy Redesign Challenge,Develop empathy and problem-solving via redesign,"Pick a toy and improve it with new features, usability, or safety. Develop empathy and problem-solving via redesign.",9-12 yrs,45-60 min,5-10 min,Low,"Common toy (e.g., spinner); Sketch materials",,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Empathy, Problem-solving, Design thinking","#ToyDesign, #CreativeRedesign",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Sketch materials,"Common toy (e.g., spinner)"
play-creativity-pre-teen-9-12-design-thinking-for-toys-2,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,2,Toy for a Different Age,Toy for a Different Age,Practice age-specific creativity,Redesign a toddler toy for a teenager or vice versa. Practice age-specific creativity.,9-12 yrs,40-50 min,5-10 min,Low,Toy meant for different age; Design materials,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Age-specific creativity, User-centered design, Presentation skills","#UserCenteredDesign, #ToyReimagine",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Design materials,Toy meant for different age
play-creativity-pre-teen-9-12-design-thinking-for-toys-3,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,3,Problem-Solving Prototype,Problem-Solving Prototype,Build innovation from a real-life problem,Create a toy that solves a unique or silly everyday challenge. Build innovation from a real-life problem.,9-12 yrs,60 min,5-10 min,Low,Cardboard,Basic materials,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Innovation, Problem identification, Prototyping","#InventivePlay, #ToyChallenge",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard; Basic materials,None needed
play-creativity-pre-teen-9-12-design-thinking-for-toys-4,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,4,Inclusive Toy Design,Inclusive Toy Design,Cultivate empathy and accessibility thinking,Design a toy for children with physical disabilities. Cultivate empathy and accessibility thinking.,10-12 yrs,60-75 min,5-10 min,Low,Design materials,Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Empathy, Accessibility thinking, Inclusive design","#InclusiveDesign, #ToyForAll",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Design materials,None needed
play-creativity-pre-teen-9-12-design-thinking-for-toys-5,Play & Creativity,Pre-Teen (9-12),Advanced,,Design Thinking for Toys,Develop empathy and problem-solving via redesign,5,Packaging That Pops!,Packaging That Pops!,Develop branding and design sense,Create a toy package that stands out and protects the toy. Develop branding and design sense.,9-12 yrs,45-60 min,5-10 min,Low,Design materials; Packaging materials,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Branding, Design sense, Packaging design","#ToyBranding, #CreativePackaging",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Design materials; Packaging materials,None needed
play-creativity-pre-teen-9-12-stop-motion-animation-projects-6,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",6,Claymation Mini Movie,Claymation Mini Movie,"Combine sculpture, storytelling, and tech skills","Use clay to create characters and shoot a stop-motion video. Combine sculpture, storytelling, and tech skills.",9-12 yrs,60-90 min,5-10 min,Low,Clay; Phone/tablet; Stop-motion app,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Sculpture, Storytelling, Tech skills","#StopMotion, #ClaymationFun",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Phone/tablet,Clay; Stop-motion app
play-creativity-pre-teen-9-12-stop-motion-animation-projects-7,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",7,Object Life Stories,Object Life Stories,Animate objects with voiceovers and personality,Pick a daily object and bring it to life through animation. Animate objects with voiceovers and personality.,9-12 yrs,60 min,5-10 min,Low,"Daily object (e.g., eraser); Phone/tablet",,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Animation, Voice acting, Storytelling","#ObjectAnimation, #VoiceActing",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Phone/tablet,"Daily object (e.g., eraser)"
play-creativity-pre-teen-9-12-stop-motion-animation-projects-8,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",8,Paper Puppet Theater,Paper Puppet Theater,Build puppets and sets for animated stories,Use paper puppets and backgrounds in animation. Build puppets and sets for animated stories.,9-12 yrs,45-60 min,5-10 min,Low,Paper; Markers; Phone/tablet,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Puppet making, Set design, Animation","#PuppetStopMotion, #MiniTheater",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper; Phone/tablet,Markers
play-creativity-pre-teen-9-12-stop-motion-animation-projects-9,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",9,History Rewind Reel,History Rewind Reel,Integrate storytelling with history,Animate a key event in history using stop-motion. Integrate storytelling with history.,10-12 yrs,60 min,5-10 min,Low,History materials; Props; Phone/tablet,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"History integration, Storytelling, Educational creativity","#HistoryAnimation, #EduCreativity",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,History materials; Phone/tablet,Props
play-creativity-pre-teen-9-12-stop-motion-animation-projects-10,Play & Creativity,Pre-Teen (9-12),Advanced,,Stop-motion Animation Projects,"Combine sculpture, storytelling, and tech skills",10,Flipbook Animation,Flipbook Animation,Understand motion and sequencing,Draw sequential images in a flipbook to simulate motion. Understand motion and sequencing.,9-12 yrs,30-45 min,5-10 min,Low,Small pages; Stapler; Pencils,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Motion understanding, Sequencing, Animation basics","#FlipbookFun, #SequentialArt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Small pages; Stapler; Pencils
play-creativity-pre-teen-9-12-music-composition-and-recording-11,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,11,Theme Song Creation,Theme Song Creation,Encourage musical creativity and identity,Compose and record a personal theme song using a basic app. Encourage musical creativity and identity.,9-12 yrs,45-60 min,5-10 min,Low,Phone/tablet; Music app,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Musical creativity, Identity expression, Recording skills","#MusicCreation, #MyThemeSong",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Phone/tablet,Music app
play-creativity-pre-teen-9-12-music-composition-and-recording-12,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,12,Soundtrack to a Scene,Soundtrack to a Scene,Build storytelling with sound,Watch a silent video and create a music track for it. Build storytelling with sound.,10-12 yrs,45 min,5-10 min,Low,Silent video clip; Music app,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Storytelling with sound, Emotional scoring, Audio-visual integration","#SoundtrackChallenge, #AudioVisualPlay",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Silent video clip; Music app
play-creativity-pre-teen-9-12-music-composition-and-recording-13,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,13,Nature Beatbox Session,Nature Beatbox Session,Blend nature sounds and beatboxing,Record outdoor sounds and layer them with beatboxing or rhythm. Blend nature sounds and beatboxing.,9-12 yrs,30-45 min,5-10 min,Low,Phone/tablet; Recording app,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Beatboxing, Nature sound integration, Rhythm creation","#Beatboxing, #NatureSounds",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Phone/tablet,Recording app
play-creativity-pre-teen-9-12-music-composition-and-recording-14,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,14,Genre Remix Project,Genre Remix Project,Learn musical genres and remixing,Take a known melody and transform it into a different genre. Learn musical genres and remixing.,9-12 yrs,45-60 min,5-10 min,Low,Music app; Known melody,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Musical genres, Remixing, Genre transformation","#RemixFun, #GenreMashup",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Music app; Known melody
